5;1.0
14;1.0;0.0;0.0
19;1.0;0.0;0.0
24;1.0;0.0;0.0
29;1.0;0.0;0.0
34;1.0;0.0;0.0016
39;1.0;0.0032;0.0032
45;1.0;0.0032;0.0048
50;1.0;;0.016
0;1.0;0.0112;
56;1.0;0.0224;0.0272
61;1.0;0.0432;0.0416
67;1.0;0.0464;0.0496
73;1.0;0.0704;0.0672
79;1.0;0.0736;0.0848
84;1.0;0.096;
87;1.0;0.112;0.096
92;1.0;0.1248;0.1136
98;1.0;0.136;0.1264
103;1.0;0.1488;0.1392
109;1.0;;0.1568
113;1.0;0.1712;0.1696
119;1.0;0.1824;0.1824
124;1.0;0.1984;
127;1.0;0.2096;0.2032
133;1.0;0.224;0.2128
139;1.0;0.2384;0.2288
144;1.0;;0.2416
148;1.0;0.256;0.256
153;1.0;0.272;0.2752
159;1.0;0.2832;0.2912
165;1.0;0.3072;0.3152
171;1.0;0.3184;
173;1.0;0.3456;0.3312
179;1.0;0.352;0.3424
184;1.0;0.368;0.352
189;1.0;;0.368
194;1.0;0.376;0.3776
200;1.0;0.3888;0.3888
205;1.0;0.4016;0.3984
211;1.0;0.416;0.4144
216;1.0;0.4336;0.4256
221;1.0;0.4352;0.44
227;1.0;0.4592;0.4512
232;1.0;0.464;0.4608
237;1.0;;0.4752
240;1.0;0.48;0.4832
246;1.0;0.4896;0.4992
251;1.0;0.5104;0.5136
257;1.0;0.5248;0.52
263;1.0;0.5344;0.5344
269;1.0;0.5472;0.5472
274;1.0;0.5616;0.5648
280;1.0;0.584;0.5808
286;1.0;0.608;
287;1.0;;0.6064
291;1.0;0.6336;0.6336
297;1.0;0.6432;0.648
303;1.0;0.6576;0.6592
309;1.0;0.6688;0.6768
314;1.0;0.6912;0.6912
320;1.0;0.7056;0.7088
326;1.0;0.7248;0.7216
332;1.0;0.7376;0.7392
338;1.0;0.7584;0.7536
343;1.0;0.7776;0.7712
349;1.0;0.7792;0.776
354;1.0;0.7984;0.7936
359;1.0;0.8096;0.8016
365;1.0;;0.8224
0;1.0;0.8288;0.8336
371;1.0;0.8352;0.8512
376;1.0;0.856;0.8624
381;1.0;0.8656;0.8816
387;1.0;0.8864;0.8976
392;1.0;0.8944;0.912
398;1.0;0.9136;0.9152
403;1.0;0.9184;0.9328
408;1.0;0.9392;0.9392
414;1.0;0.9424;0.9568
419;1.0;0.9616;0.9696
424;1.0;0.9696;0.984
430;1.0;0.9872;0.9888
435;1.0;0.9872;0.9968
440;1.0;0.9936;0.9984
445;1.0;1.0;1.0
451;1.0;1.0;1.0
456;1.0;1.0;1.0
461;1.0;1.0;1.0
466;1.0;1.0;1.0
471;1.0;1.0;1.0
476;1.0;1.0;1.0
481;1.0;1.0;1.0
486;1.0;1.0;1.0
491;1.0;1.0;1.0
496;1.0;1.0;1.0
501;1.0;1.0;1.0
506;1.0;1.0;1.0
511;1.0;1.0;1.0
516;1.0;1.0;1.0
521;1.0;1.0;1.0
526;1.0;1.0;1.0
531;1.0;1.0;1.0
536;1.0;1.0;1.0
541;1.0;1.0;1.0
546;1.0;1.0;1.0
551;1.0;1.0;1.0
557;1.0;1.0;1.0
562;1.0;1.0;1.0
567;1.0;1.0;1.0
572;1.0;1.0;1.0
577;1.0;1.0;1.0
582;1.0;1.0;1.0
587;1.0;1.0;1.0
592;1.0;1.0;1.0
597;1.0;1.0;1.0
602;1.0;1.0;1.0
607;1.0;1.0;1.0
612;1.0;1.0;1.0
617;1.0;1.0;1.0
622;1.0;1.0;1.0
627;1.0;1.0;1.0
632;1.0;1.0;1.0
637;1.0;1.0;1.0
642;1.0;1.0;1.0
647;1.0;1.0;1.0
652;1.0;1.0;1.0
657;1.0;1.0;1.0
662;1.0;1.0;1.0
667;1.0;1.0;1.0
672;1.0;1.0;1.0
677;1.0;1.0;1.0
682;1.0;1.0;1.0
687;1.0;1.0;1.0
692;1.0;1.0;1.0
697;1.0;1.0;1.0
